,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
70,Seated Rear Delt Row:  alternative machine,Lever (plate loaded),Yes,Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, Latissimus Dorsi, ","Deltoid, Lateral, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",69.0
71,Lying Rear Lateral Raise,Lever (selectorized),No,Auxiliary,Isolated,Pull,Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.,Pull arms up until elbows are beyond back. Lower and repeat.,"Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","No significant stabilizers, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
72,Seated Rear Delt Row,Lever (selectorized),No,Basic or Auxiliary,Compound,Pull,Place seat at low position. Sit on seat with chest against pad and grasp upper handles.,"Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, Latissimus Dorsi, ","Deltoid, Lateral, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
73,Seated Reverse Fly,Lever (selectorized),No,Auxiliary,Isolated,Pull,Sit on machine with chest against pad. Grasp parallel handles with thumbs up at shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are also at height of shoulders.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
74,Seated Reverse Fly:  pronated grip,Lever (selectorized),Yes,Auxiliary,Isolated,Pull,Sit in machine with chest against pad. Grasp parallel handles from inside with thumbs down at shoulder height.,"Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Triceps Brachii, Wrist Extensors, ",,,Shoulder,2,"Posterior Deltoid, Middle Trapezius",73.0
75,Rear Delt Row,Smith,No,Basic or Auxiliary,Compound,Pull,Stand near low smith bar. Bend knees and bend over bar with back straight. Grasp bar with wide   overhand grip. Disengage bar by rotating bar back.,"Keeping upper arm perpendicular to torso, pull bar up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Deltoid, Lateral, Trapezius, Middle, Trapezius, Lower, Brachialis, Brachioradialis, Rhomboids, ","Erector Spinae, Hamstrings, Gluteus Maximus, Adductor Magnus, Quadriceps, ",,"Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
76,Rear Delt Inverted Row (high bar),Body Weight,No,Basic or Auxiliary,Compound,Pull,"Stand facing horizontal bar positioned lower to upper chest height. Step toward bar so chest makes contact. Grasp bar with wide overhand grip. Raise elbows up to shoulder height. Place feet forward on floor so body is reclined back with legs, hips and spine straight.","Lower body while keeping body straight, elbows high, and upper arms perpendicular to torso, until arms are extended straight. Pull shoulders toward bar while keeping elbows up high until upper arms are parallel to one another, or just beyond. Repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ","Rectus Abdominis, Obliques, ","Biceps Brachii, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",
77,Rear Delt Inverted Row (on hips),Body Weight,No,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip. Turn elbows outward to sides.,"Keeping hips on floor, low back straight, and elbow pointed out to sides; pull torso up to bar. Return when upper arms are just beyond parallel to one another. Lower body downward until arms are extended straight. Return and repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Biceps Brachii, ",Shoulder,4,"Posterior Deltoid, Latissimus Dorsi",
78,Rear Delt Row,Suspended,No,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles.Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards.","Pull body up while keeping elbows pointed directly out to each side and body and legs straight. Pull until elbows are directly lateral to each side without allowing elbows to drop. Return until arms are extended straight and shoulders are stretched forward, maintaining high elbow position. Repeat.","Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, Brachialis, Brachioradialis, ","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ","Rectus Abdominis, Obliques, ","Biceps Brachii, ",Shoulder,3,"Posterior Deltoid, Rhomboids",
79,Reverse Fly,Suspended,No,Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Internally rotate shoulders so elbows are positioned directly outwards with arms straight or slightly bent. Shoulder should be positioned approximately 90° relative to torso position.",Pull handles out to sides while keeping stiff elbow position and maintaining shoulder at 90° plane to torso throughout exercise. Raise up until upper arms are in-line to one another. Return to original position in same plane and repeat.,"Posterior Deltoid,","Infraspinatus, Teres Minor, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Erector Spinae, Hamstrings, Gluteus Maximus, Deltoid, Lateral, ","Rectus Abdominis, Obliques, ",,Shoulder,2,"Posterior Deltoid, Middle Trapezius",
