,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
195,Inverted Row:  High Bar,Body Weight,Yes,Basic or Auxiliary,Compound,Pull,"Stand facing arms length away from waist to head height horizontal bar. Grasp bar with wide overhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor.","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Hamstrings, Gluteus Maximus, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",193.0
196,Inverted Row:  On Hips,Body Weight,Yes,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip.,"Keeping hips on floor and low back straight, pull torso up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",193.0
197,Inverted Row,Suspended,No,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ",,,Back,3,"Biceps Brachii, Trapezius, Rhomboids",
198,Inverted Row:  One Arm,Suspended,Yes,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ",,,Back,4,"Biceps Brachii, Trapezius, Rhomboids",197.0
199,Row,Suspended,No,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
200,Row:  One Arm,Suspended,Yes,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",199.0
239,Shrug,Barbell,No,Basic,Isolated,Pull,Stand holding barbell with overhand or mixed grip; shoulder width or slightly wider.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
240,Trap Bar Shrug,Barbell,No,Basic,Isolated,Pull,Step into trap barbell and stand holding handles of trap bar to sides.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,2,Levator Scapulae,
241,Shrug,Cable,No,Basic or Auxiliary,Isolated,Pull,Stand facing low pulley and grasp cable bar with shoulder width or slightly wider overhand grip. Stand close to pulley.,"With arms straight, elevate shoulders as high as possible. Lower and repeat.","Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
242,Shrug with Stirrups,Cable,No,Basic or Auxiliary,Isolated,Pull,Stand between two low pulleys and grasp stirrups to each side. Stand upright with arms straight down to each side.,"With arms straight, elevate shoulders as high as possible. Lower and repeat.","Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
243,Shrug,Dumbbell,No,Basic,Isolated,Pull,Stand holding dumbbells to sides.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
244,Seated Shrug,Lever (plate loaded),No,Basic or Auxiliary,Isolated,Pull,Sit on bench and grasp lower handles to each side. Sit upright.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","No significant stabilizers, ",,,Back,1,Levator Scapulae,
245,Shrug,Lever (plate loaded),No,Basic,Isolated,Pull,Stand between lever handles to sides. Squat down with feet flat on floor and grasp upper handles to sides. Stand upright by extending hips and knees to full extension.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
246,Shrug,Lever (selectorized)​​​​​​​,No,Basic,Isolated,Pull,Stand holding lever bar with shoulder width overhand or mixed grip.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
247,Gripless Shrug,Sled,No,Auxiliary,Isolated,Pull,Stand with shoulders under padded bar.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
248,Shrug,Smith,No,Basic,Isolated,Pull,Stand grasping smith bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,Elevate shoulders as high as possible. Lower and repeat.,"Upper Trapezius, Levator Scapulae, Middle Trapezius,","Trapezius, Middle, Levator Scapulae, ","Erector Spinae, ",,,Back,1,Levator Scapulae,
