,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
345,Squat:  Front Squat,Barbell,Yes,Auxiliary,Compound,Push,"From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Deltoid, Anterior, Deltoid, Lateral, Supraspinatus, Pectoralis Major, Clavicular, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Trapezius, Lower, Serratus Anterior, ","Rectus Abdominis, Obliques, ",,Hips,4,"Quadriceps, Gluteus Maximus, Adductors",344.0
346,Squat:  Full Squat,Barbell,Yes,Basic,Compound,Push,"From rack with barbell upper chest height, position barbell on back of shoulders and grasp bar to sides. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,5,"Quadriceps, Gluteus Maximus, Adductors",344.0
347,Squat:  Safety Squat,Barbell,Yes,Basic,Compound,Push,Standing facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Hands can be placed on ends of yoke (as shown) or on safety bar out to sides. Dismount bar from rack and step back.,"Squat down by bending hips back while allowing knees to bend slightly forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand by extending hips and knees until legs are straight. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",344.0
348,Step-up,Barbell,No,Basic or Auxiliary,Compound,Push,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
349,Glute Kickback,Cable,No,Basic or Auxiliary,Compound,Push,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,2,"Gluteus Maximus, Hamstrings",
350,Rear Lunge,Cable,No,Auxiliary,Compound,Push,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
351,Split Squat,Cable,No,Auxiliary,Compound,Push,"Facing low pulley, kneel to attach cable belt or dip belt around waist. Place hand(s) on ballet bar or machine (not on guide rod!) for balance. Stand away from pulley with one leg forward and opposite leg to rear.",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
352,Split Squat:  Two Arms,Cable,Yes,Auxiliary,Compound,Push,Stand between two very low cable pulleys. Grasp stirrup attachments with each hand. Place one leg far forward and opposite leg far back to rear.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Erector Spinae, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",351.0
353,Squat,Cable,No,Basic or Auxiliary,Compound,Push,Stand with feet shoulder width or slightly wider on platform between very low and close pulley cables. Squat down with knees slightly beyond foot and shoulder above feet. Grasp stirrups to each side with arms straight.,"Keeping chest high and back straight, raise stirrups by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Squat down until thighs are just past parallel to floor. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
354,Standing Hip Extension,Cable,No,Auxiliary,Isolated,Push,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step back with other foot. Elbows remain straight. Attached leg is straight and foot is slightly off floor.",Pull cable attachment back by extending hip. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Hamstrings, ","Erector Spinae, Obliques, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",
355,Standing Hip Extension:  Bent-over,Cable,Yes,Auxiliary,Isolated,Push,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step far back with other foot. Arms remain extended to support body leaning forward. Leg with ankle cuff attached in slightly bent with foot off floor.",Pull cable attachment back by extending hip. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Hamstrings, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ",,,Hips,2,"Gluteus Maximus, Hamstrings",354.0
356,Step-up,Cable,No,Basic or Auxiliary,Compound,Push,Stand behind elevated platform and low and close pulley cables to sides. Grasp stirrups at each side of platform. Stand upright with arms straight down at sides.,Place foot of first leg on elevated platform. Stand on elevated platform by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to lower position. Repeat first step with opposite leg alternating first steps between legs.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
357,Stiff-leg Deadlift,Cable,No,Basic or Auxiliary,Compound,Pull,Stand on elevated platform between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.","Gluteus Maximus,","Erector Spinae, Adductor Magnus, Hamstrings, ","Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",
358,Stiff-leg Deadlift:  Straight-back,Cable,Yes,Auxiliary,Isolated,Pull,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With back straight, bow forward by bending hips and bend knees slightly during descent. Raise torso by extending hips while gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.","Gluteus Maximus,","Hamstrings, Adductor Magnus, ","Erector Spinae, Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",357.0
359,Lunge,Dumbbell,No,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,Lunge forward with first leg. Land on heel then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
360,Lunge:  Rear Lunge,Dumbbell,Yes,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",359.0
361,Split Squat,Dumbbell,No,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
362,Squat,Dumbbell,No,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Rhomboids, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
363,Squat:  Front Squat,Dumbbell,Yes,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",362.0
364,Step-up,Dumbbell,No,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides facing side of bench.,"Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
365,Step-up:  Step Down,Dumbbell,Yes,Auxiliary,Compound,Push,"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Following Leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, ","Hamstrings, Gastrocnemius (Lead Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",364.0
366,Deadlift,Lever (plate loaded),No,Basic,Compound,Pull,Stand between lever handles to sides. Squat down with feet flat and grasp handles to sides.,"Lift lever by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Middle, Trapezius, Upper, Levator Scapulae, Rhomboids, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,5,"Erector Spinae, Trapezius, Quadriceps",
367,"Deadlift:  Stiff-leg Deadlift

Straight-back

",Lever (plate loaded),Yes,Basic or Auxiliary,Compound,Pull,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.","Gluteus Maximus,","Erector Spinae, Adductor Magnus, Hamstrings, ","Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",366.0
368,Leg Presses,Lever (plate loaded),No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",
369,Leg Presses:  45° Leg Press,Lever (plate loaded),Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",368.0
370,Leg Presses:  Lying Leg Press,Lever (plate loaded),Yes,Basic,Compound,Push,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced and slightly high on platform. Grip handles above shoulder pads.,Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,,Hips,3,"Quadriceps, Gluteus Maximus, Adductors",368.0
371,Leg Presses:  Seated Leg Press,Lever (plate loaded),Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",368.0
372,Lying Hip Extension,Lever (plate loaded),No,Auxiliary,Isolated,Push,Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.,Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, ","Hamstrings, ",Hips,2,"Gluteus Maximus, Hamstrings",
373,Reverse Hyper-extension,Lever (plate loaded),No,Auxiliary,Isolated,Push,"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down.",Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,"Gluteus Maximus,","Hamstrings, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings",
374,Single Leg Split Squat,Lever (plate loaded),No,Auxiliary,Compound,Push,Stand between lever handles to sides. Extend leg back and place top of foot on cross bar. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",
375,Single Leg Split Squat:  Single Leg Squat,Lever (plate loaded),Yes,Auxiliary,Compound,Push,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",374.0
376,Split Squat,Lever (plate loaded),No,Auxiliary,Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
377,Squat,Lever (plate loaded),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
378,Squat:  Front Squat,Lever (plate loaded),Yes,Basic,Compound,Push,Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.,"Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",377.0
