,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
486,Lunge:  Rear Lunge,Dumbbell,Yes,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",485
487,Split Squat,Dumbbell,No,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
488,Squat,Dumbbell,No,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Rhomboids, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
489,Squat:  Front Squat,Dumbbell,Yes,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,4,"Quadriceps, Gluteus Maximus",488
490,Step-up,Dumbbell,No,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides facing side of bench.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (second leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, ","Hamstrings, Gastrocnemius (first leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",
491,Step-up:  Step Down,Dumbbell,Yes,Auxiliary,Compound,Push,Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side slightly forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",490
492,Leg Presses,Lever (plate loaded),No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower platform by flexing hips and knees until hips are completely flexed. Return by extending knees and hips. Repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
494,Leg Presses:  Lying Leg Press,Lever (plate loaded),Yes,Basic,Compound,Push,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced on platform. Grip handles above shoulder pads.,Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",492
496,Single Leg Squat (plate loaded),Lever (plate loaded),No,Auxiliary,Compound,Push,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Thighs,4,"Quadriceps, Gluteus Maximus",
497,Split Squat,Lever (plate loaded),No,Auxiliary,Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
498,Squat,Lever (plate loaded),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders. Extend knees and hips until legs are straight. Release support lever.,"Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
500,Leg Extension,Lever (selectorized),No,Auxiliary,Isolated,Push,Sit on apparatus with back against padded back support. Place front of lower legs under padded lever. Position knee articulation at same axis as lever fulcrum. Grasp handles to sides for support.,Move lever forward and upward by extending knees until legs are straight. Return lever to original position by bending knees. Repeat.,"Quadriceps,","None, ","Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Brachioradialis, Brachialis, Biceps Brachii, ",,,Thighs,2,Quadriceps,
501,Leg Presses,Lever (selectorized),No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
502,Leg Presses:  Seated Leg Press,Lever (selectorized),Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",501
503,Squat,Lever (selectorized),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders.,"Lift lever up by extending knees and hips until legs are straight. Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
505,Leg Presses,Sled,No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
507,Leg Presses:  Lying Leg Press,Sled,Yes,Basic,Compound,Push,Lie supine on sled with shoulders against pad. Place feet on platform.,Extend hips and knees. Flex hips and knees to descend until knees are just short of complete flexion. Repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",505
508,Leg Presses:  Seated Leg Press,Sled,Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return until hips are completely flexed. Repeat.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",505
509,Squat,Sled,No,Basic,Compound,Push,Position shoulders under padded bars. Place feet shoulder width apart directly under shoulders. Disengage lever brace if available.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Raise sled by extending knees and hips until legs are straight. Return and repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
510,Hack Squat,Sled,Yes,Basic or Auxiliary,Compound,Push,Lie supine on back pad with shoulders under shoulder pad. Place feet on platform slightly higher than base of sled. Extend hips and knees. Release dock levers.,"To lower sled, bend hips and knees until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",509
511,Rear Lunge,Smith,No,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Straighten legs so weight is lifted. Disengage bar by rotating bar back.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
512,Squat,Smith,No,Basic,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
513,Single Leg Squat,Weighted,No,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",,"Hamstrings, Gastrocnemius, ",Thighs,5,"Quadriceps, Gluteus Maximus",
514,Rear Lunge,Body Weight,No,Auxiliary,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, Deltoid, Anterior, Pectoralis Major, Clavicular, Deltoid, Lateral, Coracobrachialis, Trapezius, Upper, Trapezius, Middle, Trapezius, Lower, Serratus Anterior, Inferior Digitations, Levator Scapulae, Wrist Extensors, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
515,Lunge,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
516,Single Leg Squat,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,5,"Quadriceps, Gluteus Maximus",
517,Single Leg Squat:  Box,Body Weight,Yes,Basic or Auxiliary,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae (see notes), Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Thighs,4,"Quadriceps, Gluteus Maximus",516
518,Split Squat,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
519,Split Squat:  Single Leg Split Squat,Body Weight,Yes,Basic or Auxiliary,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Gluteus Medius, Gluteus Minimus, ",,,Thighs,4,"Quadriceps, Gluteus Maximus",518
520,Squat,Body Weight,No,Basic,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
521,Step-up,Body Weight,No,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (second leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (first leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",
522,Step-up:  Step-down,Body Weight,Yes,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",521
524,Squat,Self-assisted,No,Basic or Auxiliary,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, ",,"Hamstrings, Gastrocnemius, ",Thighs,3,"Quadriceps, Gluteus Maximus",
525,Step Down,Self-assisted,No,Basic or Auxiliary,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side slightly forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Thighs,3,"Quadriceps, Gluteus Maximus",
526,Single Leg Squat,Suspended,No,Basic or Auxiliary,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Quadriceps,","Gluteus Maximus, Adductor Magnus, Soleus, Erector Spinae (see notes), ","Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, Rectus Abdominis, Trapezius, Middle, Rhomboids, Iliopsoas, Tensor Fasciae Latae, Pectineus, Sartorius, Quadriceps, ",,"Hamstrings, Gastrocnemius, ",Thighs,5,"Quadriceps, Gluteus Maximus",
