,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
194,Inverted Row:  Feet Elevated,Body Weight,Yes,Basic or Auxiliary,Compound,Pull,Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip. Place back of heels on elevated surface.,"Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Hamstrings, Gluteus Maximus, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Trapezius, Rhomboids",193.0
195,Inverted Row:  High Bar,Body Weight,Yes,Basic or Auxiliary,Compound,Pull,"Stand facing arms length away from waist to head height horizontal bar. Grasp bar with wide overhand grip. Position body under bar with legs, hips and spine straight. Arms should be straight, approximately perpendicular to body. Heels should make contact with floor.","Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Hamstrings, Gluteus Maximus, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",193.0
196,Inverted Row:  On Hips,Body Weight,Yes,Basic or Auxiliary,Compound,Pull,Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip.,"Keeping hips on floor and low back straight, pull torso up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.","Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",193.0
197,Inverted Row,Suspended,No,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ",,,Back,3,"Biceps Brachii, Trapezius, Rhomboids",
198,Inverted Row:  One Arm,Suspended,Yes,Basic or Auxiliary,Compound,Pull,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor.",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ",,,Back,4,"Biceps Brachii, Trapezius, Rhomboids",197.0
199,Row,Suspended,No,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,2,"Biceps Brachii, Trapezius, Rhomboids",
200,Row:  One Arm,Suspended,Yes,Basic or Auxiliary,Compound,Pull,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight.",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Latissimus Dorsi, Lower Trapezius, Rhomboids, Middle Trapezius,","Trapezius, Middle, Trapezius, Lower, Rhomboids, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Infraspinatus, Teres Minor, Brachialis, Brachioradialis, Pectoralis Major, Sternal, ","Erector Spinae, Gluteus Maximus, Hamstrings, ","Rectus Abdominis, Obliques, ","Biceps Brachii, Triceps, Long Head, ",Back,3,"Biceps Brachii, Trapezius, Rhomboids",199.0
201,Pull-up (open-centered bar),Assisted (machine),No,Basic,Compound,Pull,Step up and grasp bar with wide overhand grip. Kneel on padded platform and lower body down with arm extended.,Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,,Back,4,"Biceps Brachii, Trapezius, Rhomboids",
202,Pull-up (open-centered bar):  Standing,Assisted (machine),Yes,Basic,Compound,Pull,Step up and grasp bar with wide overhand grip. Step down onto assistance lever or platform.,Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Biceps Brachii, Teres Major, Rhomboids, Levator Scapulae, Pectoralis Minor, Trapezius, Lower, Pectoralis Major, Sternal, Coracobrachialis, ",,,,Back,4,"Biceps Brachii, Trapezius, Rhomboids",201.0
203,Parallel Close Grip Pull-up,Assisted (machine),No,Basic,Compound,Pull,Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended.,Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,"Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Brachialis, Brachioradialis, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Trapezius, Middle, Trapezius, Lower, Pectoralis Major, Sternal, Pectoralis Minor, ",,,"Biceps Brachii, Triceps, Long Head, ",Back,4,"Biceps Brachii, Brachialis, Trapezius",
204,Pullover,Barbell,No,Auxiliary,Isolated,Pull,Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly.,"With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Pectoralis Minor, ","Triceps Brachii, Deltoid, Anterior, Pectoralis Major, Clavicular, Wrist Flexors, ",,,Back,2,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
205,Bent-over Pullover,Cable,No,Auxiliary,Isolated,Pull,Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head).,"With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat.","Latissimus Dorsi, Teres Major, Lower Trapezius, Rhomboids,","Pectoralis Major, Sternal, Triceps, Long Head, Teres Major, Deltoid, Posterior, Rhomboids, Levator Scapulae, Pectoralis Minor, ","Triceps Brachii, Pectoralis Major, Clavicular, Rectus Abdominis, Obliques, Wrist Flexors, ",,,Back,3,"Latissimus Dorsi, Pectoralis Major Sternal, Pectoralis Major Clavicular",
