,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
359,Lunge,Dumbbell,No,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,Lunge forward with first leg. Land on heel then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
360,Lunge:  Rear Lunge,Dumbbell,Yes,Auxiliary,Compound,Push,Stand with dumbbells grasped to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",359
364,Step-up,Dumbbell,No,Basic or Auxiliary,Compound,Push,Stand with dumbbells grasped to sides facing side of bench.,"Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
365,Step-up:  Step Down,Dumbbell,Yes,Auxiliary,Compound,Push,"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Following Leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, ","Hamstrings, Gastrocnemius (Lead Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",364
372,Lying Hip Extension,Lever (plate loaded),No,Auxiliary,Isolated,Push,Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.,Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, ","Hamstrings, ",Hips,2,"Gluteus Maximus, Hamstrings",
373,Reverse Hyper-extension,Lever (plate loaded),No,Auxiliary,Isolated,Push,"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down.",Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,"Gluteus Maximus,","Hamstrings, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings",
379,Hip Extensions,Lever (selectorized),No,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",
380,Hip Extensions:  Bent-over,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379
381,Hip Extensions:  Lying,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379
385,Glute Kickback,Lever (selectorized),No,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
386,Glute Kickback:  Bent-over,Lever (selectorized),Yes,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
387,Glute Kickback:  Kneeling,Lever (selectorized),Yes,Auxiliary,Compound,Push,"Kneel on machine by placing one knee on lower pad. Rest torso on middle pad, place forearms on padded arm rest, and grip handles. Position other foot of other leg up to lever platform.",Push platform back by extending leg back. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, Quadratus Lumborum, Obliques, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
388,Glute Kickback:  Standing,Lever (selectorized),Yes,Auxiliary,Compound,Push,Step on left platform with left foot. Grasp handle bars to each side. Place right foot on highest lever platform.,Push platform down by extending leg until straight. Return leg to original position. Repeat. Continue with opposite leg positions.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
395,Glute Kickback,Sled,No,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
396,Glute Kickback:  Kneeling,Sled,Yes,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395
397,Glute Kickback:  Standing,Sled,Yes,Auxiliary,Compound,Push,Straddle sled and place foot on pedal. Place chest on pad and grasp handles.,Push platform back by extending leg   back until straight. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395
401,Stiff-leg Deadlift,Smith,Yes,Basic or Auxiliary,Compound,Pull,Stand with shoulder width or narrower stance on elevated platform with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees slightly bent, lower bar toward top of feet by bending hips. Keep waist straight, flexing only slightly at bottom. Lift bar by extending at hips until standing upright. Pull shoulders back slightly if rounded. Extend knees at top if desired. Repeat.","Gluteus Maximus,","Erector Spinae, Adductor Magnus, Hamstrings, ","Quadriceps, Trapezius, Middle, Rhomboids, Latissimus Dorsi, Trapezius, Upper, Levator Scapulae, Trapezius, Lower, ","Rectus Abdominis, Obliques, ",,Hips,4,"Erector Spinae, Hamstrings",400
402,Rear Lunge,Smith,No,Auxiliary,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.","Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs, alternating between sides.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
404,Reverse Hyper-extension,Weighted,No,Auxiliary,Isolated,Push,Place sandbag or medicine ball between ankles. Lay torso and waist on bench and grasp handles. Feet should be above floor with legs straight.,Raise weight by extending hips as high as possible until legs are nearly straight. Lower legs to original position. Repeat.,"Gluteus Maximus,","Hamstrings, ","Erector Spinae, ","Rectus Abdominis, Obliques, ",,Hips,3,"Erector Spinae, Gluteus Maximus, Hamstrings",
406,Lunge,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
407,Rear Lunge,Body Weight,No,Basic or Auxiliary,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Tibialis Anterior, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
413,Step-up,Body Weight,No,Basic or Auxiliary,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (Second Leg), ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (First Leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
414,Step-up:  Step Down,Body Weight,Yes,Basic or Auxiliary,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, Gastrocnemius (following leg), ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius (lead leg), ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",413
417,Hip Bridge,Suspended,No,Auxiliary,Isolated,Push,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Lie down supine on mat so knees and hips are bent with suspension straps hanging vertical. Place arms off to sides.",Raise hips up by extending hips until fully extended. Lower hips until hips and back make contact with mat. Repeat.,"Gluteus Maximus,","Erector Spinae, Hamstrings, Sartorius, Popliteus, Gastrocnemius, ",,"Rectus Abdominis, Obliques, Tibialis Anterior, ",,Hips,2,"Gluteus Maximus, Hamstrings",
