,Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
434,Standing Leg Raise,Cable,No,Auxiliary,Isolated,Pull,Attach cable ankle cuff to one ankle. Stand facing away from low pulley. Step  forward  with opposite leg so leg with cuff is pulled back. Grasp lateral bars or other prop for support.,"Raise knee by flexing hip while allowing lower leg to bend back under resistance. When thigh is just beyond horizontal, lower leg until hip and knee is extended. Repeat. Continue with opposite leg.",Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, ",,"Rectus Femoris, ",Hips,2,"Hip Flexors, Quadriceps",
435,Standing Leg Raise:  Straight Leg,Cable,Yes,Auxiliary,Isolated,Pull,"Stand facing away from low pulley. Place foot in cable boot or foot harness. Grasp lateral bars or other prop for support. Stand forward on free leg, allowing leg attached to cable to be pulled back.",Raise leg upward by flexing hip while keeping knee straight. Raise leg as high as possible. Lower leg to original starting position. Repeat. Continue with opposite leg.,Hip Flexors,"Tensor Fasciae Latae, Rectus Femoris, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadratus lumborum, Gluteus Medius, Gluteus Minimus, ",,,Hips,3,"Hip Flexors, Quadriceps",434.0
436,Hip Flexion,Lever,No,Auxiliary,Isolated,Pull,Stand on platform facing to one side and grasp bar for support. Position front of leg nearest to machine against padded roller while standing on other leg.,Raise lever by flexing hip until knee is higher than hip. Return until hip is extended. Repeat. Continue with opposite leg.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, ",,"Rectus Femoris, ",Hips,2,Iliopsoas,
437,Lying Leg Raise,Lever,No,Auxiliary,Isolated,Pull,Sit on end of bench with both legs over padded lever and hips aligned with fulcrum. Strap legs onto padded lever. Lie supine on bench. Grasp handles near head.,Raise legs by flexing hips until they are completely flexed. Lower legs until hips are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,"Rectus Femoris, ",Hips,2,"Rectus Abdominis, Hip Flexors",
438,Vertical Leg Raise,Lever,No,Auxiliary,Isolated,Pull,Grasp handles slightly to front and stand on foot bar with knees slightly bent and hips against pad.,"With back straight, raise legs as high as possible by flexing hips. Return and repeat.",Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Pectoralis Minor, Pectoralis Major, Sternal, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",
439,Decline Sit-up,Weighted,No,Basic or Auxiliary,Isolated,Pull,Sit on apparatus with lower leg secured under padded bar. Hold weight in front of chest (as shown) orbehind neckor use no weight.,Lower body back until hips are almost extended. Raise body by flexing hips until torso is upright. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Rectus Femoris, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,,Hips,3,"Rectus Abdominis, Hip Flexors",
440,Hanging Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,Place weight between ankles or use no weight. Grasp and hang from high bar.,Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,"Rectus Femoris, ",Hips,4,"Rectus Abdominis, Hip Flexors",
441,Hanging Leg Raise:  Straight Leg,Weighted,Yes,Auxiliary,Isolated,Pull,Place weight between ankles or use no weight. Grasp and hang from high bar.,"With knees straight, raise legs by flexing hips until thighs are just past parallel to floor. Return until hips are extended downward. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,,Hips,5,"Rectus Abdominis, Hip Flexors",440.0
442,Incline Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,Sit on incline board. Place weight between feet or use no weight. Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Coracobrachialis, ",,"Rectus Femoris, ",Hips,3,"Rectus Abdominis, Hip Flexors",
443,Incline Leg Raise:  arms on pads,Weighted,Yes,Auxiliary,Isolated,Pull,Sit on bottom edge of incline board and place weight between feet. Lie back on incline board. Grasp handles and place forearms on arm pads to each side.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Latissimus Dorsi, Pectoralis Minor, Pectoralis Major, Sternal, Trapezius, Lower, ",,"Rectus Femoris, ",Hips,3,"Rectus Abdominis, Hip Flexors",442.0
444,Incline Straight Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,Sit on incline board. Place weight between ankles. Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.,"With knees straight, raise legs by flexing hips until thighs are just past perpendicular to torso. Return until hips and knees are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Coracobrachialis, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",
445,Incline Straight Leg Raise:  arms on pads,Weighted,Yes,Auxiliary,Isolated,Pull,Sit on bottom edge of incline board and place weight between feet. Lie back on incline board. Grasp handles and place forearms on arm pads to each side.,"With knees straight, raise legs by flexing hips until hips are flexed. Return until hips and knees are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis Major, Sternal, Latissimus Dorsi, Pectoralis Minor, Pectoralis Major, Sternal, Trapezius, Lower, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",444.0
446,Lying Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,Sit on end of bench. Place weight between feet. Lie supine on bench. Grasp bench on each side behind head for support.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,"Rectus Femoris, ",Hips,2,"Rectus Abdominis, Hip Flexors",
447,Roman Chair Sit-up,Weighted,No,Basic or Auxiliary,Isolated,Pull,Sit on apparatus with lower leg secured under padded bar. Hold weight to front of chest or behind neck or use no weight.,Lower body back until hips are almost extended. Raise body by flexing hips until torso is upright. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Rectus Femoris, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,,Hips,3,"Rectus Abdominis, Hip Flexors",
448,Seated Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,Sit on edge of bench with legs extended to floor. Place weight between ankles. Grasp edge of bench. Lean torso back and balance bodyweight on edge of bench.,Raise legs by flexing hips and knees while pulling torso slightly forward to maintain balance. Return by extending hips and knees and lean torso back to counter balance. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,"Rectus Femoris, ",Hips,2,"Rectus Abdominis, Hip Flexors",
449,Vertical Leg Raise,Weighted,No,Auxiliary,Isolated,Pull,"Place weight between ankles or use no weight. Position forearms on padded parallel bars with hands on handles, and back on vertical pad.",Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Latissimus Dorsi, Pectoralis Minor, Pectoralis Major, Sternal, Coracobrachialis, Trapezius, Lower, ",,"Rectus Femoris, ",Hips,4,"Rectus Abdominis, Hip Flexors",
450,Vertical Leg Raise:  on Parallel Bars,Weighted,Yes,Auxiliary,Isolated,Pull,Place weight between ankles. Stand between parallel bars and grip bar on each side with overhand grip. Lift body off floor and balance body upright with arms straight.,Raise legs by flexing hips and knees until thighs are just past parallel to floor. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Latissimus Dorsi, Deltoid, Posterior, Pectoralis Minor, Pectoralis Major, Sternal, Deltoid, Anterior, Trapezius, Lower, Triceps Brachii, Coracobrachialis, ",,"Rectus Femoris, ",Hips,4,"Rectus Abdominis, Hip Flexors",449.0
451,Vertical Leg Raise:  Straight Leg,Weighted,Yes,Auxiliary,Isolated,Pull,"Place weight between ankles or use no weight. Position forearms on padded parallel bars with hands on handles, and back on vertical pad.","With knees straight, raise legs by flexing hips until thighs are just past parallel to floor. Return until hips are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Latissimus Dorsi, Pectoralis Minor, Pectoralis Major, Sternal, Coracobrachialis, Trapezius, Lower, ",,,Hips,5,"Rectus Abdominis, Hip Flexors",449.0
452,Leg Raises,Body Weight,No,Auxiliary,Isolated,Pull,Grasp and hang from high bar with slightly wider than shoulder width overhand grip.,Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended downward. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,"Rectus Femoris, ",Hips,3,"Rectus Abdominis, Hip Flexors",
453,"Leg Raises:  Hanging Leg Raise

with ab straps
Straight Leg

",Body Weight,Yes,Auxiliary,Isolated,Pull,Grasp and hang from high bar with slightly wider than shoulder width overhand grip.,Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended downward. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,"Rectus Femoris, ",Hips,5,"Rectus Abdominis, Hip Flexors",452.0
454,"Leg Raises:  Incline Leg Raise

arms on pads

",Body Weight,Yes,Auxiliary,Isolated,Pull,Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.,Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Coracobrachialis, ",,"Rectus Femoris, ",Hips,3,"Rectus Abdominis, Hip Flexors",452.0
455,"Leg Raises:  Incline Straight Leg Raise

arms on pads

",Body Weight,Yes,Auxiliary,Isolated,Pull,Sit on incline board. Lie supine on incline board with torso elevated. Grasp feet rollers or sides of board for support.,"With knees straight, raise legs by flexing hips until hips are completely flexed. Return until hips and knees are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, Pectoralis Major, Sternal, Latissimus Dorsi, Teres Major, Deltoid, Posterior, Triceps, Long Head, Coracobrachialis, ",,,Hips,4,"Rectus Abdominis, Hip Flexors",452.0
456,"Leg Raises:  Lying Leg Raise

Alternating
on floor

",Body Weight,Yes,Auxiliary,Isolated,Pull,Lie supine on bench. Place hands under lower buttock on each side to support pelvis.,Raise legs by flexing hips and knees until thighs are completely flexed. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,"Rectus Femoris, ",Hips,2,"Rectus Abdominis, Hip Flexors",452.0
457,"Leg Raises:  Lying Straight Leg Raise

Alternating

",Body Weight,Yes,Auxiliary,Isolated,Pull,Lie supine on bench or mat. Place hands under lower buttock on each side to support pelvis.,"Keeping knees straight, raise legs by flexing hips until hips are completely flexed. Return until hips and knees are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,,Hips,3,"Rectus Abdominis, Hip Flexors",452.0
458,Leg Raises:  Seated Leg Raise,Body Weight,Yes,Auxiliary,Isolated,Pull,Sit on edge of bench with legs extended to floor. Place weight between ankles or use no weight. Grasp edge of bench. Lean torso back and balance body weight on edge of bench.,Raise legs by flexing hips and knees while pulling torso slightly forward to maintain balance. Return by extending hips and knees and lean torso back to counter balance. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,"Rectus Femoris, ",Hips,2,"Rectus Abdominis, Hip Flexors",452.0
459,"Leg Raises:  Vertical Leg Raise

on parallel bars
Straight Leg

",Body Weight,Yes,Auxiliary,Isolated,Pull,"Position forearms on padded parallel bars with hands on handles, and back on vertical pad.",Raise legs by flexing hips and knees until hips are completely flexed or knees are well above hips. Return until hips and knees are extended. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Latissimus Dorsi, Pectoralis Minor, Pectoralis Major, Sternal, Coracobrachialis, Trapezius, Lower, ",,"Rectus Femoris, ",Hips,5,"Rectus Abdominis, Hip Flexors",452.0
460,Jack-knife on Ball,Body Weight,No,Auxiliary,Isolated,Pull,"Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until shins are positioned on top of ball. With arms vertical and straight, support body off of floor with body straight. See suggestedmount onto exercise ball.","Bend hips and knees, allowing shins to roll over top of ball. Pull knees toward chest until heels are under or near glutes. Return by extending hips and knees to original position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, Gluteus Maximus, Adductor Magnus, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Serratus Anterior, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ","Erector Spinae, Trapezius, Middle, Trapezius, Lower, Rhomboids, ","Rectus Femoris, Hamstrings, ",Hips,3,"Rectus Abdominis, Hip Flexors",
461,Roman Chair Sit-up,Body Weight,No,Auxiliary,Isolated,Pull,"Sit on chair or bench with lower leg secured under low over hang or heavy bar. Place hands on waist, chest, neck, or head depending upon desired difficulty.",Lower body back until hips are almost extended. Raise body by flexing hips until torso is upright. Repeat.,Hip Flexors,"Tensor Fasciae Latae, Rectus Femoris, Pectineus, Sartorius, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, ",,,Hips,3,"Rectus Abdominis, Hip Flexors",
462,Scissor Kick,Body Weight,No,Auxiliary,Isolated,Pull,"Lie supine on bench or mat. Place hands under lower buttock on each side to support pelvis. Raise one leg up vertical with knee nearly straight. If lying on floor, raise other leg slightly off of floor.","Keeping knees nearly straight, simultaneously change positions of legs so vertical leg is lowered while lower leg is raised vertically. Continue alternating leg positions.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Rectus Femoris, Adductor Longus, Adductor Brevis, ","Rectus Abdominis, Obliques, Quadriceps, ",,,Hips,3,"Rectus Abdominis, Hip Flexors",
463,Wheel,Body Weight,No,Auxiliary,Isolated,Pull,"With feet strapped topower wheel,kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rollingpower wheelback until body is straight.","Bend hips and knees, pulling legs under body. Pull bent knees toward chest, allowing rear end to raise upward. Return by extending hips and knees to original position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, Gluteus Maximus, Adductor Magnus, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Serratus Anterior, Pectoralis Minor, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ",,"Rectus Femoris, Hamstrings, ",Hips,3,"Rectus Abdominis, Anterior Deltoid",
464,Wheel:  Jack-Knife,Body Weight,Yes,Auxiliary,Isolated,Pull,"With feet strapped topower wheel,kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rollingpower wheelback until body is straight.","Bend hips and knees, pulling legs under body. Pull bent knees toward chest, allowing rear end to raise upward. Return by extending hips and knees to original position. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, Gluteus Maximus, Adductor Magnus, ","Rectus Abdominis, Obliques, Pectoralis Major, Sternal, Pectoralis Major, Clavicular, Serratus Anterior, Pectoralis Minor, Deltoid, Anterior, Triceps Brachii, Coracobrachialis, Quadriceps, ",,"Rectus Femoris, Hamstrings, ",Hips,4,"Rectus Abdominis, Hip Flexors",463.0
465,Wheel:  Rollout,Body Weight,Yes,Auxiliary,Isolated,Pull,"Kneel on floor or mat. Grasp handles on wheel to each side with overhand grip. Position wheel near front of knees and lean over wheel with arms extended downward, supporting upper body.","With arms straight, roll wheel out as far as possible. Lower body gently to floor extending arms forward. Raise body back up by flexing hips and pulling arms back to original position. Return until hips are extended. Repeat.",Hip Flexors,"Tensor Fasciae Latae, Sartorius, Pectineus, Adductor Longus, Adductor Brevis, Latissimus Dorsi, Teres Major, Pectoralis Major, Sternal, Pectoralis Minor, Deltoid, Posterior, Rhomboids, ","Rectus Abdominis, Obliques, Triceps Brachii, Pectoralis Major, Clavicular, Coracobrachialis, Serratus Anterior, Wrist Flexors, ","Erector Spinae, ","Rectus Femoris, ",Hips,4,"Rectus Abdominis, Anterior Deltoid",463.0
